marry,libfakeroot,1.20-3ubuntu2
marry,libffi6,3.1~rc1+r3.0.13-12
marry,libfile-fcntllock-perl,0.14-2build1
marry,libflac8,1.3.0-2
marry,libfontconfig1,2.11.0-0ubuntu4.1
marry,libfontenc1,1:1.1.2-1
marry,libfop-java,1:1.1.dfsg-2ubuntu1
marry,libfreetype6,2.5.2-1ubuntu2.2
marry,libfribidi0,0.19.6-1
marry,libfuse2,2.9.2-4ubuntu4
marry,libganymed-ssh2-java,250-2
marry,libgc1c2,1:7.2d-5ubuntu2
marry,libgcc-4.8-dev,4.8.2-19ubuntu1
marry,libgcc1,1:4.9.1-0ubuntu1
marry,libgck-1-0,3.10.1-1
marry,libgconf-2-4,3.2.6-0ubuntu2
marry,libgconf2-4,3.2.6-0ubuntu2
marry,libgcr-3-common,3.10.1-1
marry,libgcr-base-3-1,3.10.1-1
marry,libgcrypt11,1.5.3-2ubuntu4.1
marry,libgd3,2.1.0-3
marry,libgdbm3,1.8.3-12build1
marry,libgdk-pixbuf2.0-0,2.30.7-0ubuntu1
marry,libgdk-pixbuf2.0-common,2.30.7-0ubuntu1
marry,libgeoip1,1.6.0-1
marry,libgeronimo-interceptor-3.0-spec-java,1.0.1-1fakesync1
marry,libgeronimo-jpa-2.0-spec-java,1.1-2
marry,libgeronimo-osgi-support-java,1.0-2
marry,libgif4,4.1.6-11
marry,libgirepository-1.0-1,1.40.0-1ubuntu0.2
marry,libgl1-mesa-dri,10.1.3-0ubuntu0.1
marry,libgl1-mesa-glx,10.1.3-0ubuntu0.1
marry,libglapi-mesa,10.1.3-0ubuntu0.1
marry,libglib2.0-0,2.40.0-2
marry,libglib2.0-data,2.40.0-2
marry,libgmp10,2:5.1.3+dfsg-1ubuntu1
marry,libgnome2-0,2.32.1-4ubuntu1
marry,libgnome2-bin,2.32.1-4ubuntu1
marry,libgnome2-common,2.32.1-4ubuntu1
marry,libgnomevfs2-0,1:2.24.4-1ubuntu6
marry,libgnomevfs2-common,1:2.24.4-1ubuntu6
marry,libgnutls-openssl27,2.12.23-12ubuntu2.1
marry,libgnutls26,2.12.23-12ubuntu2.1
marry,libgomp1,4.8.2-19ubuntu1
marry,libgpg-error0,1.12-0.2ubuntu1
marry,libgphoto2-6,2.5.3.1-1ubuntu2.2
marry,libgphoto2-l10n,2.5.3.1-1ubuntu2.2
marry,libgphoto2-port10,2.5.3.1-1ubuntu2.2
marry,libgpm2,1.20.4-6.1
